player_name,tournaments,batting_runs,batting_balls,batting_innings,batting_average,batting_strike_rate,batting_fours,batting_sixes,bowling_wickets,bowling_runs,bowling_overs,bowling_economy,catches,stumpings,run_outs
CJ Chibhabha,"tests,odis",2159,3493,97,22.73,61.81,230,12,29,1470,270.5,5.43,0,0,0
Usama Mir,"bbl,cpl,psl,ntb,odis",352,263,42,10.06,133.84,24,24,119,2905,384.5,7.56,0,0,0
MT Renshaw,"bbl,tests,odis",2549,2986,106,27.41,85.37,222,60,9,349,47.0,7.43,0,0,0
N Pradeep,"tests,odis",167,438,67,4.17,38.13,22,1,128,5164,1220.0,4.23,0,0,0
V Sibanda,"tests,odis",2663,4451,121,22.38,59.83,311,31,3,258,44.5,5.8,0,0,0
KIC Asalanka,"tests,odis",2377,2727,69,37.73,87.17,202,58,17,554,110.5,5.01,0,0,0
ML Schutt,"tests,odis",96,192,23,6.0,50.0,8,0,131,3078,775.8,3.97,0,0,0
RJ Sidebottom,"ntb,tests,odis",430,1061,48,14.33,40.53,47,0,114,3474,1001.5,3.47,0,0,0
GS Ballance,"ntb,tests,odis",2705,4561,100,29.09,59.31,293,34,0,5,2.0,2.5,0,0,0
A Khaka,odis,144,303,44,5.76,47.52,14,0,128,3251,783.5,4.15,0,0,0
T van der Gugten,"bbl,ntb,it20s,odis",540,460,52,15.43,117.39,30,27,108,2595,354.0,7.33,0,0,0
Shahadat Hossain,"tests,odis",752,1655,91,11.06,45.44,95,8,97,4656,1049.2,4.44,0,0,0
M de Lange,"ipl,cpl,psl,ntb,tests,odis",266,214,39,9.85,124.3,23,13,121,2967,407.8,7.28,0,0,0
BR Dunk,"ipl,bbl,cpl,psl",2624,2048,124,22.82,128.12,211,97,3,117,12.7,9.24,0,0,0
JA Simpson,"ntb,odis",2680,2064,143,22.33,129.84,181,102,0,0,0.0,0.0,0,0,0
MG Hogan,"bbl,ntb",78,76,20,9.75,102.63,3,3,130,2983,358.5,8.32,0,0,0
Naveen-ul-Haq,"ipl,bbl,cpl,psl,ntb",197,183,34,9.85,107.65,17,7,124,2732,330.3,8.27,0,0,0
JD Unadkat,"ipl,tests,odis",233,255,32,12.26,91.37,18,8,122,3778,515.0,7.34,0,0,0
N McAndrew,"bbl,ntb",591,373,68,15.55,158.45,44,32,104,2801,320.3,8.74,0,0,0
WCF Smeed,"cpl,psl,ntb",2670,1780,94,29.67,150.0,271,132,0,0,0.0,0.0,0,0,0
RJ Burns,"ntb,tests",2670,4794,118,24.27,55.69,310,19,0,0,0.0,0.0,0,0,0
SM Sharif,"ntb,it20s,odis",550,745,50,19.64,73.83,37,7,106,2936,600.3,4.89,0,0,0
NJ Maddinson,"ipl,bbl,cpl,ntb,tests",2407,2005,128,20.4,120.05,217,99,13,288,41.0,7.02,0,0,0
AF Milne,"ipl,bbl,psl,ntb,odis",343,333,49,11.06,103.0,22,10,116,3580,574.0,6.24,0,0,0
TL Chatara,"tests,odis",270,560,63,7.3,48.21,30,3,119,3711,876.2,4.24,0,0,0
PR Brown,"psl,ntb",63,87,23,7.0,72.41,1,0,129,3075,332.2,9.26,0,0,0
JMR Taylor,ntb,2172,1569,121,23.87,138.43,175,89,23,849,105.5,8.05,0,0,0
MJ Potts,"ntb,tests,odis",292,359,40,12.7,81.34,24,8,116,2932,581.8,5.04,0,0,0
RD Gaikwad,"ipl,odis",2609,1967,76,38.37,132.64,246,95,0,0,0.0,0.0,0,0,0
NL McCullum,"ipl,bbl,cpl,psl,odis",1148,1288,73,19.46,89.13,74,35,73,3190,625.3,5.1,0,0,0
Naved-ul-Hasan,"bbl,tests,odis",504,554,47,16.26,90.97,37,16,105,2725,533.5,5.11,0,0,0
R Clarke,"ntb,tests,odis",1079,1137,69,19.62,94.9,88,34,76,1856,304.3,6.1,0,0,0
Zeeshan Maqsood,"it20s,odis",1339,1926,53,27.9,69.52,115,22,63,1722,382.8,4.5,0,0,0
JA Leaning,ntb,2068,1579,100,27.21,130.97,134,81,26,646,83.0,7.78,0,0,0
L Lee,"tests,odis",2548,3026,79,36.4,84.2,324,48,2,53,13.8,3.83,0,0,0
JN Gillespie,"tests,odis",425,1125,34,25.0,37.78,46,5,108,2776,894.3,3.1,0,0,0
LV van Beek,"ntb,odis",702,768,50,21.94,91.41,43,24,94,2559,396.7,6.45,0,0,0
NJ Astle,"tests,odis",2239,3364,68,36.7,66.56,255,19,17,613,165.0,3.72,0,0,0
JM Bird,"bbl,ntb,tests",134,245,34,9.57,54.69,8,1,122,3310,625.8,5.29,0,0,0
KTGD Prasad,"tests,odis",588,980,48,14.34,60.0,62,11,99,3394,839.0,4.05,0,0,0
TB Abell,"bbl,ntb",2564,1857,103,31.65,138.07,234,61,0,31,3.3,9.3,0,0,0
M Prasidh Krishna,"ipl,tests,odis",21,106,23,2.1,19.81,0,0,127,3674,550.2,6.68,0,0,0
BW Sanderson,ntb,121,134,27,8.64,90.3,6,6,122,2861,333.3,8.58,0,0,0
EG Barnard,ntb,1233,891,95,17.37,138.38,119,35,66,2592,289.5,8.95,0,0,0
HG Munsey,"ntb,it20s,odis",2553,2714,71,40.52,94.07,268,84,0,0,0.0,0.0,0,0,0
TLW Cooper,"bbl,cpl,ntb,odis",2252,2090,110,23.22,107.75,204,61,15,630,96.8,6.51,0,0,0
OB Cox,ntb,2550,1982,133,28.02,128.66,231,59,0,0,0.0,0.0,0,0,0
NGRP Jayasuriya,"tests,odis",264,775,35,8.25,34.06,28,0,114,3795,1137.8,3.34,0,0,0
AM Lilley,ntb,1663,1127,89,20.28,147.56,166,67,44,1360,178.3,7.63,0,0,0
Karan KC,"it20s,odis",679,679,48,19.4,100.0,47,38,93,2361,460.2,5.13,0,0,0
CJ Boyce,bbl,327,284,46,10.55,115.14,22,17,110,2729,362.5,7.53,0,0,0
J Clark,ntb,1064,828,78,22.17,128.5,60,40,73,2030,233.2,8.71,0,0,0
TJ Moores,"psl,ntb",2518,1817,121,27.37,138.58,205,115,0,0,0.0,0.0,0,0,0
PJ Hughes,"bbl,tests,odis",2514,4094,79,33.08,61.41,307,18,0,0,0.0,0.0,0,0,0
DR Mousley,"psl,ntb,odis",1431,1048,59,29.2,136.55,129,49,54,1173,156.8,7.48,0,0,0
RW Price,"ipl,tests,odis",448,896,58,9.74,50.0,47,5,103,3851,1006.8,3.82,0,0,0
DJS Dottin,odis,1667,2022,58,31.45,82.44,196,40,42,1080,233.3,4.63,0,0,0
Sompal Kami,"it20s,odis",713,922,48,21.61,77.33,51,16,89,2456,469.0,5.24,0,0,0
KM Jarvis,"ntb,tests,odis",332,704,52,9.76,47.16,32,4,108,3326,788.3,4.22,0,0,0
CAK Walton,"cpl,psl,tests,odis",2491,2093,127,21.66,119.02,219,110,0,6,1.0,6.0,0,0,0
PL Harris,"tests,odis",448,1322,46,10.93,33.89,47,3,102,4009,1464.8,2.74,0,0,0
N de Klerk,"tests,odis",1046,1363,56,23.77,76.74,108,19,72,2133,452.8,4.71,0,0,0
MJ Hoggard,"tests,odis",224,902,42,6.59,24.83,24,0,113,3629,1083.3,3.35,0,0,0
KL Cross,"tests,odis",321,508,42,11.07,63.19,33,1,108,2939,729.3,4.03,0,0,0
DM Bess,"ntb,tests",660,989,56,18.33,66.73,74,10,91,2873,623.7,4.61,0,0,0
DP Sibley,"ntb,tests",2377,4110,92,27.96,57.83,226,38,5,345,39.0,8.85,0,0,0
D van Niekerk,odis,1236,1715,45,38.62,72.07,128,14,62,1464,422.7,3.46,0,0,0
Nida Dar,"it20s,odis",1212,1749,58,23.31,69.3,106,10,63,2207,487.3,4.53,0,0,0
PVD Chameera,"ipl,tests,odis",448,871,67,9.33,51.44,38,6,101,3930,773.2,5.08,0,0,0
RA Reifer,"cpl,tests,odis",1208,1606,79,19.48,75.22,99,36,63,1433,213.2,6.72,0,0,0
JL Smith,"ntb,tests,odis",2464,2518,90,32.0,97.86,242,71,0,0,0.0,0.0,0,0,0
JH Davey,"ntb,it20s,odis",356,425,36,20.94,83.76,33,5,105,2113,303.7,6.96,0,0,0
MJ North,"bbl,ntb,tests,odis",1971,3128,68,31.29,63.01,210,25,24,879,244.7,3.59,0,0,0
BFW de Leede,"ntb,odis",1354,1746,56,28.81,77.55,102,27,54,1728,273.7,6.31,0,0,0
HWR Cartwright,"bbl,ntb,tests,odis",2346,1915,111,27.93,122.51,187,91,4,197,23.3,8.44,0,0,0
RL Haynes,"tests,odis",2344,3383,59,42.62,69.29,267,16,4,85,30.0,2.83,0,0,0
MS Crane,"ntb,tests",173,188,32,14.42,92.02,9,2,112,2690,359.5,7.48,0,0,0
PP Shaw,"ipl,tests,odis",2408,1836,94,25.89,131.15,317,64,0,0,0.0,0.0,0,0,0
LBK Hollman,ntb,868,648,63,18.08,133.95,75,29,77,1783,206.3,8.64,0,0,0
MR Adair,"ntb,tests,odis",745,843,49,21.91,88.37,74,25,83,2746,549.7,5.0,0,0,0
Mohammad Abbas,"psl,ntb,tests,odis",141,697,46,6.41,20.23,15,3,113,2870,995.7,2.88,0,0,0
TG Helm,ntb,235,229,40,12.37,102.62,19,2,108,2856,328.2,8.7,0,0,0
Abrar Ahmed,"psl,tests,odis",129,177,30,6.45,72.88,16,5,113,3009,679.0,4.43,0,0,0
TA Blundell,"tests,odis",2386,4300,82,33.14,55.49,287,18,0,13,3.0,4.33,0,0,0
Iftikhar Ahmed,"cpl,psl,tests,odis",1781,1542,96,25.44,115.5,137,76,30,1336,216.0,6.19,0,0,0
JC Silk,bbl,2376,1896,108,31.26,125.32,176,43,0,0,0.0,0.0,0,0,0
Shahriar Nafees,"tests,odis",2374,3788,98,24.73,62.67,338,3,0,0,0.0,0.0,0,0,0
DA Douthwaite,ntb,851,602,61,18.5,141.36,43,60,76,1908,214.5,8.9,0,0,0
Nauman Ali,"psl,tests",390,816,32,14.44,47.79,42,10,99,2480,790.8,3.14,0,0,0
CE Dean,"tests,odis",549,842,39,19.61,65.2,46,0,91,2140,482.0,4.44,0,0,0
DL Chahar,"ipl,odis",308,276,24,23.69,111.59,21,16,103,2950,400.2,7.37,0,0,0
DKH Mitchell,ntb,1428,1163,68,25.5,122.79,142,13,47,1556,208.3,7.47,0,0,0
Arshdeep Singh,"ipl,odis",83,95,20,6.38,87.37,7,3,114,2873,361.2,7.95,0,0,0
KU Carty,"cpl,tests,odis",2360,3027,80,33.24,77.96,198,46,0,26,4.2,6.24,0,0,0
J Weatherald,"bbl,psl,tests",2347,1810,99,25.51,129.67,235,92,0,0,0.0,0.0,0,0,0
Rahat Ali,"psl,tests,odis",147,420,40,6.39,35.0,19,3,110,3711,920.0,4.03,0,0,0
AM Rossington,"psl,ntb",2345,1628,113,21.51,144.04,269,87,0,0,0.0,0.0,0,0,0
A Dananjaya,"ipl,cpl,tests,odis",462,714,43,12.83,64.71,43,2,94,2770,591.3,4.68,0,0,0
LMM Tahuhu,odis,360,408,55,10.0,88.24,35,7,99,2496,556.8,4.48,0,0,0
CB Cooke,ntb,2339,1682,123,24.11,139.06,165,103,0,0,0.0,0.0,0,0,0
MS Atapattu,"tests,odis",2337,3783,77,33.39,61.78,238,1,0,0,0.0,0.0,0,0,0
SN Netravalkar,"cpl,it20s,odis",148,243,33,9.87,60.91,12,2,109,2287,568.2,4.03,0,0,0
MD Patel,"it20s,odis",2328,2714,70,35.27,85.78,195,40,0,0,0.0,0.0,0,0,0
GC Wilson,"ntb,it20s,tests,odis",2325,2625,117,25.0,88.57,206,31,0,0,0.0,0.0,0,0,0
L Balaji,"ipl,tests,odis",155,207,26,8.61,74.88,11,5,108,3120,481.2,6.48,0,0,0
S Mahmood,"bbl,psl,ntb,tests,odis",114,224,20,12.67,50.89,6,2,110,2381,379.3,6.28,0,0,0
KK Nair,"ipl,tests,odis",2313,2263,93,26.59,102.21,260,53,0,11,2.0,5.5,0,0,0
JC Tredwell,"ntb,tests,odis",307,438,47,11.37,70.09,22,4,100,3178,626.2,5.08,0,0,0
BJ McMullen,odis,1202,1365,33,41.45,88.06,117,30,55,1197,267.8,4.47,0,0,0
KK Cooper,"ipl,cpl,psl",380,266,44,13.1,142.86,22,24,96,2277,285.7,7.97,0,0,0
Azhar Mahmood,"ipl,bbl,cpl,psl,ntb,odis",877,735,56,20.4,119.32,80,30,71,1896,275.0,6.89,0,0,0
HT Tector,"cpl,tests,odis",2254,3142,64,39.54,71.74,190,50,2,330,58.0,5.69,0,0,0
MT Steketee,bbl,199,196,36,7.37,101.53,11,9,104,2322,268.0,8.66,0,0,0
OP Stone,"bbl,psl,ntb,tests,odis",274,419,44,10.15,65.39,20,6,100,2981,415.5,7.17,0,0,0
Bismah Maroof,"it20s,odis",2032,3026,70,35.03,67.15,162,1,12,496,112.8,4.4,0,0,0
RA Tripathi,ipl,2268,1655,98,25.77,137.04,225,84,0,12,1.0,12.0,0,0,0
AR Nurse,"cpl,odis",888,830,79,17.76,106.99,65,35,69,2822,470.8,5.99,0,0,0
LM Reece,ntb,1768,1347,84,21.56,131.25,175,65,25,827,95.3,8.67,0,0,0
Rehan Ahmed,"ntb,tests,odis",755,724,55,16.41,104.28,79,24,75,2223,382.0,5.82,0,0,0
SSJ Brooks,"cpl,tests,odis",2250,2910,98,24.73,77.32,197,61,0,0,0.0,0.0,0,0,0
DI Stevens,ntb,1069,734,62,19.09,145.64,84,52,59,1627,188.7,8.62,0,0,0
Miles Hammond,ntb,2248,1689,103,22.26,133.1,253,97,0,0,0.0,0.0,0,0,0
GHS Garton,"ipl,bbl,ntb",707,503,60,16.07,140.56,63,30,77,1947,226.5,8.6,0,0,0
Sidra Ameen,odis,2245,3365,66,37.42,66.72,229,2,0,0,0.0,0.0,0,0,0
M du Preez,odis,2223,3154,81,34.2,70.48,215,5,1,15,2.5,6.0,0,0,0
JJ Smit,"it20s,odis",1015,1321,55,23.07,76.84,52,49,61,1442,302.3,4.77,0,0,0
DS Kulkarni,"ipl,odis",131,136,22,14.56,96.32,9,3,105,2883,397.5,7.25,0,0,0
CV Varun,"ipl,odis",26,47,11,6.5,55.32,2,0,110,2551,354.7,7.19,0,0,0
NR Sciver-Brunt,"tests,odis",1715,1953,38,53.59,87.81,206,9,25,831,201.5,4.12,0,0,0
Nashra Sandhu,odis,112,391,45,5.09,28.64,6,1,105,2812,650.7,4.32,0,0,0
AI Ross,"bbl,cpl",2208,1717,100,27.95,128.6,160,78,0,0,0.0,0.0,0,0,0
B Sai Sudharsan,"ipl,tests,odis",2206,2139,54,45.02,103.13,237,53,0,7,0.5,14.0,0,0,0
NJ O'Brien,"ntb,it20s,tests,odis",2206,2831,92,26.9,77.92,184,34,0,0,0.0,0.0,0,0,0
STR Binny,"ipl,tests,odis",1302,1257,87,20.67,103.58,112,41,45,1427,255.7,5.58,0,0,0
FA Allen,"ipl,bbl,cpl,psl,odis",1177,881,83,19.3,133.6,81,70,51,1857,262.2,7.08,0,0,0
Mohammad Nawaz (3),"psl,tests,odis",749,847,56,18.73,88.43,59,19,72,2076,366.0,5.67,0,0,0
CA Soper,"it20s,odis",668,1181,49,19.09,56.56,31,7,76,1771,407.2,4.35,0,0,0
DN Wyatt,"tests,odis",1902,2104,89,25.03,90.4,202,25,14,428,87.3,4.9,0,0,0
JL Langer,tests,2181,3677,46,50.72,59.31,281,10,0,0,0.0,0.0,0,0,0
S Shillingford,"cpl,tests",310,665,38,11.07,46.62,32,12,93,3142,873.3,3.6,0,0,0
AM Fernando,"tests,odis",65,249,40,3.25,26.1,10,1,105,3023,737.3,4.1,0,0,0
CK Langeveldt,"ipl,tests,odis",84,141,21,7.0,59.57,9,1,104,3024,615.8,4.91,0,0,0
A Shrubsole,"tests,odis",304,550,42,9.5,55.27,34,5,93,2658,746.2,3.56,0,0,0
MP O'Dowd,"it20s,odis",2142,2848,66,35.11,75.21,209,36,1,154,23.5,6.55,0,0,0
LL Tsotsobe,"tests,odis",77,162,24,7.0,47.53,9,1,104,2711,630.0,4.3,0,0,0
WB Rankin,"ntb,tests,odis",136,293,30,9.71,46.42,10,2,101,3034,565.7,5.36,0,0,0
DS Smith,"cpl,tests,odis",2154,3846,97,22.67,56.01,257,12,0,19,3.8,4.96,0,0,0
PHKD Mendis,"ipl,tests,odis",1925,2774,55,42.78,69.39,182,39,11,497,78.0,6.37,0,0,0
Sohail Khan,"psl,tests,odis",420,525,41,13.12,80.0,43,17,86,3099,572.7,5.41,0,0,0
TS Rogers,"bbl,ntb",355,281,43,15.43,126.33,24,17,89,2240,266.7,8.4,0,0,0
HH Streak,"tests,odis",1030,1926,43,34.33,53.48,94,10,55,1814,447.5,4.05,0,0,0
S Randiv,"ipl,tests,odis",429,863,35,13.0,49.71,44,1,85,3084,792.8,3.89,0,0,0
DBL Powell,"tests,odis",359,801,50,8.35,44.82,39,5,88,3929,989.8,3.97,0,0,0
Taufeeq Umar,"tests,odis",2119,4617,60,37.84,45.9,279,3,0,8,2.0,4.0,0,0,0
Sana Mir,"it20s,odis",735,1365,41,22.97,53.85,63,0,69,1547,385.7,4.01,0,0,0
Fawad Alam,"tests,odis",1974,3453,65,40.29,57.17,172,9,7,431,82.3,5.23,0,0,0
Mohammad Wasim,"psl,tests,odis",312,304,39,11.14,102.63,24,16,90,2714,405.7,6.69,0,0,0
FJ Klaassen,"ntb,odis",152,168,29,13.82,90.48,9,2,98,2621,382.7,6.85,0,0,0
RR Emrit,"cpl,psl,odis",291,267,36,15.32,108.99,15,14,91,2180,288.7,7.55,0,0,0
C Campher,"psl,tests,odis",1391,2230,48,30.91,62.38,153,21,36,1452,278.7,5.21,0,0,0
DL Lloyd,ntb,1971,1483,87,23.75,132.91,211,60,7,215,25.0,8.6,0,0,0
P Coughlin,ntb,749,570,46,20.24,131.4,51,21,68,1664,176.2,9.45,0,0,0
TAI Taylor,ntb,509,431,48,18.18,118.1,39,11,80,1953,221.8,8.8,0,0,0
OF Smith,"ipl,cpl,psl,odis",707,513,53,20.2,137.82,46,55,70,1871,221.7,8.44,0,0,0
MS Pepper,ntb,2106,1312,76,31.91,160.52,219,96,0,0,0.0,0.0,0,0,0
RE Levi,"ipl,ntb",2105,1479,84,26.31,142.33,229,90,0,0,0.0,0.0,0,0,0
JB Lintott,"cpl,ntb",224,215,32,10.18,104.19,13,8,94,2129,272.3,7.82,0,0,0
Zahoor Khan,"psl,it20s,odis",143,257,39,6.22,55.64,10,4,98,2416,486.7,4.96,0,0,0
KV Sharma,"ipl,tests,odis",360,323,42,13.33,111.46,20,17,87,2600,332.2,7.83,0,0,0
GG Wagg,ntb,718,584,53,21.12,122.95,50,26,69,1866,216.5,8.62,0,0,0
AM Hardie,"bbl,ntb,odis",1356,1132,66,24.21,119.79,99,48,37,1152,162.2,7.1,0,0,0
PG Fulton,"tests,odis",2094,3966,81,27.92,52.8,209,33,0,0,0.0,0.0,0,0,0
MK Tiwary,"ipl,odis",1972,1846,95,27.77,106.83,178,43,6,220,29.0,7.59,0,0,0
JK Silva,tests,2091,5190,74,28.26,40.29,238,2,0,0,0.0,0.0,0,0,0
KK Ahmed,"ipl,odis",10,25,8,1.43,40.0,1,0,104,2685,329.3,8.15,0,0,0
Fatima Sana,odis,630,863,47,16.15,73.0,63,3,73,2025,384.7,5.26,0,0,0
HAPW Jayawardene,"tests,odis",2088,4289,80,29.83,48.68,220,15,0,0,0.0,0.0,0,0,0
RW Chakabva,"tests,odis",2085,4124,90,25.12,50.56,178,15,0,0,0.0,0.0,0,0,0
JJ Weatherley,ntb,2084,1598,83,29.77,130.41,171,60,0,9,1.0,9.0,0,0,0
RK Paudel,odis,1875,2539,68,29.76,73.85,140,36,10,232,56.8,4.08,0,0,0
T Thushara,"ipl,tests,odis",434,550,39,14.47,78.91,40,7,82,2382,542.3,4.39,0,0,0
JG Bethell,"ipl,bbl,ntb,tests,odis",1632,1529,67,27.66,106.74,151,63,22,672,96.8,6.94,0,0,0
CJA Amini,"it20s,odis",1189,1694,58,21.62,70.19,98,11,44,1503,305.3,4.92,0,0,0
CJL Rogers,"bbl,tests",2065,4031,53,38.96,51.23,272,2,0,0,0.0,0.0,0,0,0
JW Dernbach,"bbl,cpl,ntb,odis",104,118,24,6.93,88.14,7,2,98,3181,426.8,7.45,0,0,0
Shafiul Islam,"tests,odis",343,676,54,8.17,50.74,44,5,86,3378,700.7,4.82,0,0,0
NJ Rimmington,"ipl,bbl,ntb",179,176,32,10.53,101.7,7,5,94,2421,297.2,8.15,0,0,0
N Vanua,"it20s,odis",819,1000,56,16.06,81.9,40,49,62,1992,389.2,5.12,0,0,0
MD Gunathilaka,"tests,odis",1878,2424,61,31.3,77.48,200,23,9,485,100.0,4.85,0,0,0
GG White,ntb,393,281,46,15.12,139.86,35,21,83,2468,298.5,8.27,0,0,0
EC Joyce,"ntb,tests,odis",2053,2840,68,32.08,72.29,200,19,0,0,0.0,0.0,0,0,0
JI Rodrigues,"tests,odis",1940,2259,60,36.6,85.88,216,5,5,25,8.3,3.0,0,0,0
MA Carberry,"bbl,ntb,tests,odis",2037,2199,74,29.96,92.63,235,55,0,12,1.0,12.0,0,0,0
DS Airee,"it20s,odis",1196,1577,61,21.75,75.84,93,16,42,1425,352.5,4.04,0,0,0
Abhishek Sharma,ipl,1808,1108,74,26.99,163.18,174,100,11,498,56.0,8.89,0,0,0
Avesh Khan,"ipl,odis",85,66,16,14.17,128.79,8,5,97,2721,329.2,8.27,0,0,0
MD Shanaka,"ipl,psl,tests,odis",1344,1615,73,21.0,83.22,100,46,34,1285,281.5,4.56,0,0,0
Qais Ahmad,"bbl,cpl,psl,ntb",284,249,42,10.14,114.06,17,17,87,2190,285.2,7.68,0,0,0
Mohammad Nawaz,"psl,tests,odis",782,843,52,18.62,92.76,67,29,62,2257,403.0,5.6,0,0,0
S Rana,"ipl,tests,odis",561,754,40,20.04,74.4,67,2,73,2041,474.5,4.3,0,0,0
BT Foakes,"ntb,tests,odis",2019,3145,96,25.88,64.2,180,22,0,0,0.0,0.0,0,0,0
WA Agar,"bbl,ntb,odis",158,142,28,8.78,111.27,13,3,93,2283,262.7,8.69,0,0,0
TL Seifert,"ipl,bbl,cpl,psl,ntb,odis",2016,1529,88,26.53,131.85,194,78,0,0,0.0,0.0,0,0,0
A King,"tests,odis",315,426,27,15.0,73.94,24,15,85,1731,446.3,3.88,0,0,0
JA Warrican,"cpl,tests",349,620,41,12.46,56.29,31,8,83,2549,765.7,3.33,0,0,0
GJ Batty,"ntb,tests,odis",168,408,43,6.72,41.18,8,1,92,3072,548.7,5.6,0,0,0
S Dube,"ipl,odis",1887,1338,79,29.03,141.03,111,122,6,319,38.5,8.29,0,0,0
OC McCoy,"ipl,cpl,psl,ntb,odis",86,87,21,6.62,98.85,5,7,96,2165,259.5,8.34,0,0,0
AL Hughes,ntb,897,720,67,17.59,124.58,66,27,55,1972,244.8,8.05,0,0,0
AF Giles,"tests,odis",736,1369,41,23.0,53.76,81,4,63,2838,798.5,3.55,0,0,0
TL Best,"cpl,ntb,tests,odis",334,503,42,11.93,66.4,44,4,83,2840,617.7,4.6,0,0,0
Jatinder Singh,"it20s,odis",1973,2500,67,31.32,78.92,193,34,1,37,8.0,4.62,0,0,0
XC Bartlett,"ipl,bbl,ntb,odis",270,249,32,15.0,108.43,22,5,86,1831,237.2,7.72,0,0,0
Bilal Khan,odis,30,73,20,3.0,41.1,1,1,98,1961,403.3,4.86,0,0,0
M Kaif,"ipl,tests,odis",1982,3154,98,24.47,62.84,186,8,0,0,0.0,0.0,0,0,0
TP Alsop,"bbl,ntb",1973,1494,86,25.96,132.06,172,62,0,0,0.0,0.0,0,0,0
TM McGrath,"tests,odis",1193,1648,48,29.1,72.39,157,3,39,1097,271.3,4.04,0,0,0
V Permaul,"cpl,tests,odis",266,429,36,9.5,62.0,25,6,85,2979,630.0,4.73,0,0,0
CK Kapugedera,"ipl,tests,odis",1921,2905,94,22.87,66.13,146,34,2,277,48.8,5.67,0,0,0
Khushdil Shah,"psl,odis",1261,980,71,27.41,128.67,92,59,35,1049,149.3,7.02,0,0,0
MH Cross,"it20s,odis",1959,2707,87,23.89,72.37,168,20,0,0,0.0,0.0,0,0,0
Sharjeel Khan,"psl,tests,odis",1958,1527,75,26.82,128.23,210,102,0,0,0.0,0.0,0,0,0
Azam Khan,"cpl,psl",1956,1401,93,22.74,139.61,161,116,0,0,0.0,0.0,0,0,0
MN Waller,"tests,odis",1613,2478,79,21.51,65.09,174,11,17,705,171.0,4.12,0,0,0
HH Dippenaar,"tests,odis",1953,3418,64,34.88,57.14,200,10,0,1,2.0,0.5,0,0,0
RTM Mendis,"tests,odis",452,974,28,18.08,46.41,44,2,75,2349,707.5,3.32,0,0,0
T Stubbs,"ipl,cpl,tests,odis",1865,2492,72,34.54,74.84,133,61,4,83,8.0,10.38,0,0,0
TS Roland-Jones,"ntb,tests,odis",418,393,36,17.42,106.36,36,15,76,1779,254.3,6.99,0,0,0
Yousuf Youhana,"tests,odis",1930,2419,62,35.74,79.79,156,22,0,1,0.2,6.0,0,0,0
V Chopra,ntb,1929,1498,64,32.69,128.77,163,67,0,0,0.0,0.0,0,0,0
BJ McCarthy,"ntb,tests,odis",246,425,31,9.84,57.88,21,3,84,2308,413.5,5.58,0,0,0
GLS Scrimshaw,"ntb,odis",24,42,11,8.0,57.14,1,0,95,1927,222.5,8.66,0,0,0
JM Cox,"bbl,psl,ntb,odis",1919,1360,80,31.46,141.1,151,79,0,0,0.0,0.0,0,0,0
R Ngarava,"tests,odis",375,546,44,13.89,68.68,40,10,77,2616,570.2,4.59,0,0,0
Basil Hameed,odis,1049,1421,45,24.4,73.82,74,30,43,966,229.7,4.21,0,0,0
MJ Lumb,"ipl,bbl,ntb,odis",1907,1546,84,23.54,123.35,212,60,0,0,0.0,0.0,0,0,0
RJ Gleeson,"ipl,bbl,ntb",44,57,20,5.5,77.19,4,0,93,2068,275.3,7.51,0,0,0
XJ Doherty,"bbl,tests,odis",183,374,36,13.07,48.93,14,1,86,3528,711.5,4.96,0,0,0
SJ Taylor,"tests,odis",1898,2392,64,31.63,79.35,232,1,0,0,0.0,0.0,0,0,0
CAK Rajitha,"tests,odis",237,721,39,8.46,32.87,26,1,83,2699,669.8,4.03,0,0,0
H Kerr,"bbl,ntb",516,407,38,17.2,126.78,32,15,69,1684,198.3,8.49,0,0,0
CD Nash,ntb,1733,1283,60,32.7,135.07,195,50,8,334,40.0,8.35,0,0,0
DJ Hooda,"ipl,odis",1632,1355,109,17.93,120.44,106,62,13,653,88.2,7.41,0,0,0
D Padikkal,"ipl,tests",1892,1622,77,25.57,116.65,204,57,0,0,0.0,0.0,0,0,0
AY Patel,tests,189,544,31,9.95,34.74,19,3,85,2570,763.7,3.37,0,0,0
Asif Ali,"bbl,cpl,psl,odis",1846,1296,116,19.85,142.44,110,127,2,36,3.8,9.39,0,0,0
ASS Fletcher,odis,326,479,44,10.19,68.06,32,1,78,1909,425.7,4.48,0,0,0
KOK Williams,"cpl,odis",44,94,20,5.5,46.81,1,0,92,2054,268.3,7.65,0,0,0
JL du Plooy,"psl,ntb",1863,1323,79,29.11,140.82,148,64,1,82,6.5,12.62,0,0,0
TW Hartley,"ntb,tests,odis",421,465,46,13.58,90.54,36,19,73,2414,461.2,5.23,0,0,0
LPC Silva,"ipl,tests,odis",1838,2617,69,30.63,70.23,185,12,2,117,25.0,4.68,0,0,0
RK Kleinveldt,"ntb,tests,odis",411,359,42,12.45,114.48,29,27,73,2106,349.7,6.02,0,0,0
K Santokie,"ipl,cpl",109,118,21,9.91,92.37,5,7,88,1684,218.8,7.7,0,0,0
ZJ Chappell,ntb,269,200,33,16.81,134.5,20,11,80,1808,194.2,9.31,0,0,0
V Aravind,odis,1864,2728,63,31.07,68.33,180,16,0,0,0.0,0.0,0,0,0
