player_name,tournaments,batting_runs,batting_balls,batting_innings,batting_average,batting_strike_rate,batting_fours,batting_sixes,bowling_wickets,bowling_runs,bowling_overs,bowling_economy,catches,stumpings,run_outs
L Bowe,bbl,2,4,3,1.0,50.0,0,0,11,333,39.0,8.54,0,0,0
D Smit,ntb,222,190,16,24.67,116.84,20,3,0,0,0.0,0.0,0,0,0
TE Barber,ntb,2,6,4,0.5,33.33,0,0,11,337,30.8,10.93,0,0,0
S Wetoto,it20s,122,101,5,30.5,120.79,15,1,5,72,19.0,3.79,0,0,0
HRA Rainey,odis,22,51,6,5.5,43.14,2,0,10,175,32.3,5.41,0,0,0
WD Balaji Rao,odis,22,41,5,4.4,53.66,2,0,10,319,59.0,5.41,0,0,0
Ghulam Mudassar,psl,1,3,2,1.0,33.33,0,0,11,368,37.7,9.77,0,0,0
CT Dhururu,"it20s,odis",221,503,17,17.0,43.94,21,0,0,0,0.0,0.0,0,0,0
CS Mugeri,it20s,141,207,9,20.14,68.12,10,0,4,98,19.0,5.16,0,0,0
GSNFG Jayasuriya,"it20s,odis",181,250,10,20.11,72.4,13,2,2,257,46.0,5.59,0,0,0
M Ansari,it20s,1,2,1,1.0,50.0,0,0,11,181,26.0,6.96,0,0,0
Dolar Mahmud,odis,61,44,4,15.25,138.64,5,4,8,241,35.0,6.89,0,0,0
Ashwani Kumar,ipl,0,0,0,0.0,0.0,0,0,11,225,20.5,10.98,0,0,0
JR Coleman,bbl,0,0,0,0.0,0.0,0,0,11,174,25.3,6.87,0,0,0
Salman Mirza,psl,0,0,0,0.0,0.0,0,0,11,188,20.0,9.4,0,0,0
S Baker,"ntb,odis",0,1,1,0.0,0.0,0,0,11,376,41.7,9.02,0,0,0
LJ Hatchett,ntb,0,1,1,0.0,0.0,0,0,11,238,27.8,8.55,0,0,0
MGSM Fernando,it20s,0,0,0,0.0,0.0,0,0,11,144,27.0,5.33,0,0,0
Muhammad Ghous,it20s,40,29,7,13.33,137.93,0,3,9,314,44.0,7.14,0,0,0
JK Mukhiya,it20s,0,0,0,0.0,0.0,0,0,11,190,28.3,6.71,0,0,0
LC Pearson,tests,0,1,1,0.0,0.0,0,0,11,109,58.0,1.88,0,0,0
TD Smartt,odis,40,64,11,6.67,62.5,0,1,9,289,80.0,3.61,0,0,0
Amjad Mahboob,it20s,19,23,6,6.33,82.61,0,2,10,120,23.2,5.18,0,0,0
MP Bicknell,tests,19,36,3,6.33,52.78,3,0,10,285,93.0,3.06,0,0,0
Theertha Satish,odis,219,358,8,31.29,61.17,23,0,0,0,0.0,0.0,0,0,0
E Schiferli,odis,79,128,8,11.29,61.72,12,0,7,316,63.0,5.02,0,0,0
K Goel,ipl,218,231,16,14.53,94.37,17,9,0,93,11.0,8.45,0,0,0
Faisal Javed,it20s,218,119,9,24.22,183.19,30,10,0,0,0.0,0.0,0,0,0
Yasir Ali,"it20s,tests",98,129,6,24.5,75.97,8,1,6,128,31.0,4.13,0,0,0
DR Chumney,odis,218,325,11,21.8,67.08,19,6,0,0,0.0,0.0,0,0,0
BM Wheeler,odis,58,47,4,58.0,123.4,4,3,8,310,51.5,6.02,0,0,0
HAM Shah,it20s,116,138,9,14.5,84.06,8,3,5,105,15.7,6.7,0,0,0
Asim Kamal,tests,216,448,5,54.0,48.21,35,1,0,0,0.0,0.0,0,0,0
T Marumani,odis,216,320,16,15.43,67.5,23,3,0,0,0.0,0.0,0,0,0
MA Suji,odis,36,48,7,12.0,75.0,1,1,9,349,86.0,4.06,0,0,0
FO Kibasu,it20s,135,171,4,45.0,78.95,14,0,4,66,14.8,4.45,0,0,0
Subashis Roy,"tests,odis",15,69,7,15.0,21.74,3,0,10,502,134.8,3.72,0,0,0
GP Tom,"it20s,odis",54,99,8,7.71,54.55,4,0,8,195,51.0,3.82,0,0,0
RC Belbashi,it20s,34,39,5,17.0,87.18,4,0,9,85,24.7,3.45,0,0,0
CO Browne,"tests,odis",214,257,11,23.78,83.27,19,6,0,0,0.0,0.0,0,0,0
Hammad Azam,"psl,odis",173,223,17,13.31,77.58,12,3,2,201,30.2,6.66,0,0,0
A Karvelas,ntb,13,22,5,6.5,59.09,1,0,10,226,22.8,9.9,0,0,0
Abdul Waheed,it20s,213,208,11,21.3,102.4,15,6,0,0,0.0,0.0,0,0,0
FR Davies,odis,13,42,5,4.33,30.95,1,0,10,292,70.5,4.14,0,0,0
A Lister,odis,213,251,9,23.67,84.86,27,1,0,0,0.0,0.0,0,0,0
Sanwar Hossain,odis,113,196,9,14.12,57.65,9,0,5,155,32.3,4.79,0,0,0
Shafiq Sharif,it20s,212,170,11,23.56,124.71,29,3,0,0,0.0,0.0,0,0,0
PRPM Guruge,it20s,11,28,5,2.2,39.29,0,0,10,114,18.8,6.05,0,0,0
Kamrul Islam Rabbi,tests,51,279,14,5.67,18.28,5,2,8,504,125.0,4.03,0,0,0
LK Newton,tests,111,297,6,22.2,37.37,15,1,5,138,52.2,2.65,0,0,0
DP Michael,"bbl,it20s",130,102,7,21.67,127.45,11,7,4,114,12.0,9.5,0,0,0
WA Duraisingam,it20s,110,136,9,15.71,80.88,9,0,5,130,32.7,3.98,0,0,0
Virandeep Singh,it20s,90,92,6,22.5,97.83,7,0,6,113,18.0,6.28,0,0,0
M Hayward,tests,10,18,1,10.0,55.56,2,0,10,219,49.7,4.41,0,0,0
MA Aponso,odis,10,45,7,3.33,22.22,0,0,10,372,70.5,5.28,0,0,0
Jannatul Ferdus,odis,30,74,5,6.0,40.54,3,0,9,161,37.0,4.35,0,0,0
M McColl,odis,209,251,11,19.0,83.27,21,1,0,30,5.0,6.0,0,0,0
GCH Hill,ntb,128,133,13,14.22,96.24,11,3,4,212,22.5,9.42,0,0,0
WRS Gidman,ntb,108,81,7,54.0,133.33,10,2,5,148,18.0,8.22,0,0,0
DYA Davis,cpl,7,11,2,7.0,63.64,0,0,10,199,27.0,7.37,0,0,0
SD Parris,cpl,207,198,11,18.82,104.55,8,15,0,0,0.0,0.0,0,0,0
R Dhar,"tests,odis",127,212,4,31.75,59.91,20,0,4,106,42.0,2.52,0,0,0
F Mutizwa,"tests,odis",207,336,12,20.7,61.61,14,3,0,0,0.0,0.0,0,0,0
Izharulhaq Naveed,"bbl,cpl,psl",6,11,4,3.0,54.55,0,0,10,409,50.0,8.18,0,0,0
BYA Mendis,"it20s,odis",206,284,12,18.73,72.54,29,0,0,0,0.0,0.0,0,0,0
T Gwandu,"tests,odis",26,117,7,6.5,22.22,1,0,9,395,65.3,6.05,0,0,0
CE McConchie,odis,126,127,5,42.0,99.21,11,3,4,131,28.0,4.68,0,0,0
CR Pagydyala,odis,206,281,3,206.0,73.31,20,0,0,0,0.0,0.0,0,0,0
WS Jayantha,odis,206,309,9,22.89,66.67,24,1,0,27,4.2,6.48,0,0,0
M Yanagida,it20s,25,84,7,3.57,29.76,5,0,9,70,21.0,3.33,0,0,0
MKDI Amerasinghe,"tests,odis",5,32,5,5.0,15.62,1,0,10,440,89.0,4.94,0,0,0
N M'shangwe,"tests,odis",45,60,8,5.62,75.0,2,5,8,618,167.7,3.69,0,0,0
ML Nkala,odis,125,174,10,13.89,71.84,12,2,4,292,48.3,6.04,0,0,0
Mohammad Umar,psl,4,12,4,1.33,33.33,0,0,10,328,34.8,9.42,0,0,0
Shubham Ranjane,odis,84,116,3,42.0,72.41,6,1,6,136,28.0,4.86,0,0,0
HS Modi,odis,204,446,13,20.4,45.74,15,0,0,0,0.0,0.0,0,0,0
Kamran Khan,ipl,3,5,1,3.0,60.0,0,0,10,236,27.7,8.53,0,0,0
AL Fekete,bbl,3,12,4,1.5,25.0,0,0,10,410,39.8,10.29,0,0,0
SJ Coyte (2),bbl,63,41,6,15.75,153.66,7,2,7,255,37.0,6.89,0,0,0
MW Goodwin,ntb,203,143,8,33.83,141.96,18,6,0,0,0.0,0.0,0,0,0
DC Smith,it20s,63,60,6,12.6,105.0,3,4,7,123,23.3,5.27,0,0,0
IH Romaine,"it20s,odis",203,366,15,16.92,55.46,21,3,0,99,13.5,7.33,0,0,0
T Bhatia,"tests,odis",203,367,14,18.45,55.31,22,0,0,0,0.0,0.0,0,0,0
T Granger,"it20s,odis",42,62,5,14.0,67.74,3,0,8,176,36.0,4.89,0,0,0
C Pervez,it20s,2,4,1,2.0,50.0,0,0,10,144,24.5,5.88,0,0,0
C Viljoen,"it20s,odis",122,122,8,17.43,100.0,10,1,4,121,19.3,6.26,0,0,0
AL Dodson,it20s,202,194,10,20.2,104.12,24,2,0,0,0.0,0.0,0,0,0
G Kodali,odis,62,115,5,15.5,53.91,3,0,7,321,60.5,5.31,0,0,0
Anuj Dal,ntb,201,178,19,13.4,112.92,14,4,0,8,1.0,8.0,0,0,0
GTG Cork,ntb,41,43,6,13.67,95.35,3,0,8,265,27.5,9.64,0,0,0
CJ Metcalfe,"it20s,odis",21,53,6,7.0,39.62,3,0,9,308,70.7,4.36,0,0,0
N Thushara,"ipl,psl",0,3,1,0.0,0.0,0,0,10,287,32.0,8.97,0,0,0
V Pratap Singh,ipl,0,1,1,0.0,0.0,0,0,10,293,34.0,8.62,0,0,0
S Sriharsha,"it20s,odis",200,285,8,40.0,70.18,12,0,0,0,0.0,0.0,0,0,0
KK Gill,it20s,100,146,6,16.67,68.49,5,0,5,40,12.8,3.12,0,0,0
N Koncharoenkai,"it20s,odis",200,280,14,15.38,71.43,23,0,0,0,0.0,0.0,0,0,0
S Nisansala,odis,20,29,5,6.67,68.97,1,0,9,233,49.8,4.68,0,0,0
Shaila Sharmin,"it20s,odis",99,159,11,14.14,62.26,10,0,5,113,27.0,4.19,0,0,0
A Hlubi,"tests,odis",19,46,7,3.8,41.3,3,0,9,342,65.0,5.26,0,0,0
TG Norris,odis,59,53,3,29.5,111.32,8,0,7,175,42.0,4.17,0,0,0
GW Thomas,ntb,198,154,8,24.75,128.57,23,6,0,0,0.0,0.0,0,0,0
J Rasu,it20s,198,133,6,33.0,148.87,26,7,0,0,0.0,0.0,0,0,0
Suhan Alagaratnam,it20s,198,176,11,22.0,112.5,23,7,0,0,0.0,0.0,0,0,0
C Rububagumya,it20s,37,51,6,6.17,72.55,5,0,8,173,17.0,10.18,0,0,0
PC de Silva,"it20s,odis",77,96,6,15.4,80.21,9,0,6,225,45.7,4.93,0,0,0
D Hemalatha,odis,97,167,8,12.12,58.08,7,3,5,192,36.3,5.28,0,0,0
Sajjida Shah,odis,77,168,3,38.5,45.83,9,0,6,84,29.3,2.86,0,0,0
B Akhil,ipl,76,55,11,12.67,138.18,5,5,6,239,31.3,7.63,0,0,0
NAT Watkins,it20s,36,40,4,12.0,90.0,3,0,8,136,19.7,6.92,0,0,0
MG Finan,ntb,55,42,6,11.0,130.95,4,2,7,242,24.5,9.88,0,0,0
A Dalzell,odis,35,70,5,11.67,50.0,2,0,8,254,53.0,4.79,0,0,0
AS Raut,ipl,194,167,16,21.56,116.17,13,7,0,45,5.0,9.0,0,0,0
TM Beaton,bbl,194,127,11,32.33,152.76,14,7,0,0,0.0,0.0,0,0,0
JTA Burnham,ntb,194,216,20,10.21,89.81,12,5,0,0,0.2,0.0,0,0,0
SKW Wood,ntb,94,81,14,11.75,116.05,4,2,5,183,19.8,9.23,0,0,0
V Mitari,it20s,14,23,4,3.5,60.87,1,0,9,228,22.0,10.36,0,0,0
H Karunaratne,odis,194,424,16,12.12,45.75,19,1,0,97,16.0,6.06,0,0,0
L Chilia,it20s,13,39,5,2.6,33.33,1,0,9,84,18.7,4.5,0,0,0
Mudassir Iqbal,it20s,33,43,4,8.25,76.74,3,1,8,77,17.8,4.32,0,0,0
NJ Shaw,"tests,odis",13,45,2,6.5,28.89,1,0,9,224,101.5,2.21,0,0,0
L Jack,"it20s,odis",192,175,11,21.33,109.71,20,0,0,0,0.0,0.0,0,0,0
M Beitaki,it20s,192,147,6,32.0,130.61,23,8,0,0,0.0,0.0,0,0,0
MIA Patel,it20s,52,59,4,17.33,88.14,5,0,7,79,17.0,4.65,0,0,0
MM Penfold,odis,12,52,7,2.0,23.08,0,0,9,403,83.0,4.86,0,0,0
Swapnil Singh,ipl,51,45,9,10.2,113.33,3,3,7,237,27.0,8.78,0,0,0
YV Takawale,ipl,191,177,10,23.88,107.91,26,3,0,0,0.0,0.0,0,0,0
CC van Slobbe,it20s,91,164,8,11.38,55.49,3,0,5,102,15.8,6.44,0,0,0
JO Ngoche,"it20s,odis",11,27,3,11.0,40.74,0,1,9,303,61.5,4.93,0,0,0
PW Gough,it20s,191,179,6,38.2,106.7,20,0,0,6,1.0,6.0,0,0,0
Nazmul Islam,"tests,odis",11,29,3,3.67,37.93,1,0,9,271,65.0,4.17,0,0,0
S Siegers,odis,11,18,5,3.67,61.11,0,0,9,223,45.0,4.96,0,0,0
AG Murtaza,ipl,10,14,3,10.0,71.43,1,0,9,313,44.0,7.11,0,0,0
DC Stovell,it20s,90,75,6,15.0,120.0,14,0,5,136,22.0,6.18,0,0,0
KTH Ratnayake,tests,10,27,2,5.0,37.04,0,1,9,388,100.7,3.85,0,0,0
Z de Bruyn,tests,130,341,3,65.0,38.12,9,3,3,68,27.0,2.52,0,0,0
Mohammad Aadil Alam,odis,70,77,4,17.5,90.91,6,3,6,157,44.0,3.57,0,0,0
J Syed Mohammad,ipl,29,26,5,14.5,111.54,4,0,8,282,32.0,8.81,0,0,0
DJ Pattinson,"bbl,tests",29,56,4,7.25,51.79,4,0,8,276,54.2,5.1,0,0,0
TE Lawes,ntb,29,32,6,7.25,90.62,1,1,8,400,35.8,11.16,0,0,0
T Poynton,ntb,189,145,15,21.0,130.34,6,9,0,0,0.0,0.0,0,0,0
S Miyaji,it20s,69,186,8,8.62,37.1,5,0,6,93,30.3,3.07,0,0,0
B Tau,"it20s,odis",189,383,14,15.75,49.35,18,0,0,3,1.0,3.0,0,0,0
P Sarraf,odis,69,115,10,7.67,60.0,6,2,6,251,53.7,4.68,0,0,0
A Saud,odis,189,385,11,17.18,49.09,17,4,0,0,0.0,0.0,0,0,0
DJM Moody,bbl,8,15,1,8.0,53.33,0,0,9,221,27.2,8.13,0,0,0
Jahandad Khan,psl,88,49,7,17.6,179.59,6,6,5,268,27.7,9.69,0,0,0
A Krishna,it20s,8,9,3,2.67,88.89,0,1,9,51,17.0,3.0,0,0,0
CR Kumarage,it20s,188,148,8,31.33,127.03,16,8,0,2,0.3,6.0,0,0,0
HAM Samuddika,"it20s,odis",67,123,7,22.33,54.47,7,0,6,211,58.0,3.64,0,0,0
SZ Thakor,odis,46,97,6,7.67,47.42,5,0,7,355,70.8,5.01,0,0,0
RJ van Vuuren,odis,26,37,5,8.67,70.27,2,1,8,297,50.0,5.94,0,0,0
CK Holder,"cpl,tests,odis",25,44,5,25.0,56.82,4,0,8,327,50.0,6.54,0,0,0
RJ Hamilton-Brown,ntb,165,133,8,20.62,124.06,12,8,1,21,3.0,7.0,0,0,0
TE Tsiga,tests,185,515,16,14.23,35.92,23,0,0,0,0.0,0.0,0,0,0
KC Cariappa,ipl,24,21,5,8.0,114.29,0,2,8,335,36.0,9.31,0,0,0
S Tyagi,"ipl,odis",4,6,2,4.0,66.67,0,0,9,434,62.3,6.96,0,0,0
O Peters,cpl,164,136,8,23.43,120.59,9,12,1,119,12.0,9.92,0,0,0
Omair Yousuf,psl,184,135,7,26.29,136.3,17,6,0,0,0.0,0.0,0,0,0
Faisal Akram,"psl,odis",4,2,1,4.0,200.0,1,0,9,190,37.5,5.07,0,0,0
M Veringmeier,it20s,164,179,10,16.4,91.62,17,0,1,15,3.0,5.0,0,0,0
Hazrat Bilal,odis,24,69,4,24.0,34.78,0,1,8,215,45.0,4.78,0,0,0
JT Brassell,odis,4,20,6,0.8,20.0,0,0,9,302,57.0,5.3,0,0,0
TB Robinson,"cpl,ntb,odis",183,155,12,15.25,118.06,24,3,0,0,0.0,0.0,0,0,0
Haseebullah Khan,"psl,odis",183,143,15,13.07,127.97,19,8,0,0,0.0,0.0,0,0,0
IAA Thomas,ntb,3,5,2,3.0,60.0,0,0,9,300,35.0,8.57,0,0,0
Mohammad Azam,it20s,183,206,9,20.33,88.83,16,4,0,0,0.0,0.0,0,0,0
Sachin Baby,ipl,142,115,11,15.78,123.48,11,5,2,8,1.7,4.8,0,0,0
Yudhvir Singh,ipl,22,16,4,5.5,137.5,1,2,8,245,23.0,10.65,0,0,0
KP Appanna,ipl,2,4,3,2.0,50.0,0,0,9,283,36.0,7.86,0,0,0
Ibtisam Sheikh,psl,2,6,1,2.0,33.33,0,0,9,178,24.0,7.42,0,0,0
ML Turner,ntb,2,5,3,0.67,40.0,0,0,9,293,29.7,9.88,0,0,0
Ibrarul Haq,it20s,42,30,6,10.5,140.0,3,2,7,158,29.7,5.33,0,0,0
Usman Ali,it20s,2,5,1,2.0,40.0,0,0,9,125,21.0,5.95,0,0,0
Qadeer Ahmed,"it20s,odis",2,11,3,2.0,18.18,0,0,9,376,68.0,5.53,0,0,0
CW Coombe,it20s,42,37,3,21.0,113.51,6,0,7,142,20.8,6.82,0,0,0
SP Gauchan,it20s,2,3,2,2.0,66.67,0,0,9,250,45.7,5.47,0,0,0
P Parameswaran,ipl,1,2,2,1.0,50.0,0,0,9,215,25.7,8.38,0,0,0
EMDY Munaweera,"cpl,odis",181,192,11,16.45,94.27,20,6,0,13,1.0,13.0,0,0,0
Saad Nasim,"psl,odis",181,186,11,20.11,97.31,18,4,0,54,7.0,7.71,0,0,0
AJ Ball,ntb,81,81,9,16.2,100.0,4,2,5,306,31.5,9.71,0,0,0
M Kobayashi,it20s,181,185,9,25.86,97.84,17,5,0,0,0.0,0.0,0,0,0
RSM Lili'i,it20s,81,114,4,20.25,71.05,9,0,5,55,17.0,3.24,0,0,0
N Davin,"it20s,odis",181,218,14,13.92,83.03,19,4,0,0,0.0,0.0,0,0,0
KL Gordon,"it20s,tests",1,3,1,1.0,33.33,0,0,9,190,47.7,3.99,0,0,0
S Kotte,odis,1,9,2,0.5,11.11,0,0,9,105,41.0,2.56,0,0,0
Akash Singh,ipl,0,0,0,0.0,0.0,0,0,9,323,34.2,9.45,0,0,0
MP Yadav,ipl,0,0,0,0.0,0.0,0,0,9,179,20.2,8.88,0,0,0
WT Owen,ntb,0,0,0,0.0,0.0,0,0,9,278,28.5,9.75,0,0,0
FRJ Coleman,"ntb,odis",180,228,9,22.5,78.95,21,1,0,0,0.0,0.0,0,0,0
J Yamashita,it20s,40,37,5,13.33,108.11,1,2,7,135,23.0,5.87,0,0,0
Taekwan Park,it20s,40,70,6,10.0,57.14,3,0,7,118,20.0,5.9,0,0,0
Marina Iqbal,"it20s,odis",160,351,11,14.55,45.58,12,0,1,61,8.0,7.62,0,0,0
Z Bimenyimana,it20s,59,39,6,19.67,151.28,5,3,6,185,22.2,8.35,0,0,0
R Telemachus,odis,39,19,3,13.0,205.26,2,3,7,179,36.0,4.97,0,0,0
M Spoors,"bbl,odis",158,220,8,22.57,71.82,14,5,1,61,6.0,10.17,0,0,0
N Gwanzura,odis,118,181,9,13.11,65.19,8,0,3,29,9.0,3.22,0,0,0
DM Kimmince,odis,37,48,3,37.0,77.08,3,0,7,91,23.7,3.85,0,0,0
B Zuiderent,odis,177,355,16,11.8,49.86,15,2,0,0,0.0,0.0,0,0,0
TC Knight,ntb,176,125,11,25.14,140.8,6,10,0,41,5.0,8.2,0,0,0
Shahbaz Rasheed,it20s,136,133,8,22.67,102.26,9,7,2,40,7.7,5.22,0,0,0
RS Kaluwitharana,odis,176,233,8,25.14,75.54,22,1,0,0,0.0,0.0,0,0,0
Jannadiah Halim,it20s,15,37,4,5.0,40.54,0,0,8,135,31.0,4.35,0,0,0
Qanita Jalil,"it20s,odis",54,76,12,6.0,71.05,4,0,6,182,61.0,2.98,0,0,0
KSB Tavo,it20s,33,46,6,6.6,71.74,3,0,7,140,18.5,7.57,0,0,0
DDP D'Silva,odis,53,119,5,13.25,44.54,8,0,6,109,31.0,3.52,0,0,0
JAD Lawrenson,odis,173,210,4,43.25,82.38,13,2,0,0,0.0,0.0,0,0,0
E Marx,odis,53,80,4,53.0,66.25,5,0,6,198,40.0,4.95,0,0,0
GM Hamilton,odis,173,292,10,17.3,59.25,13,1,0,0,0.0,0.0,0,0,0
Sameer Rizvi,ipl,172,122,9,24.57,140.98,15,9,0,0,0.0,0.0,0,0,0
AA Chavan,ipl,12,11,3,6.0,109.09,2,0,8,331,41.3,8.01,0,0,0
OJ Carter,ntb,172,144,14,13.23,119.44,16,7,0,0,0.0,0.0,0,0,0
KS Velani,ntb,172,154,14,12.29,111.69,22,4,0,0,0.0,0.0,0,0,0
UCKA Dona,"it20s,odis",172,284,10,24.57,60.56,14,0,0,0,0.0,0.0,0,0,0
YS Samra,odis,172,256,6,24.57,67.19,19,5,0,0,0.0,0.0,0,0,0
K Arua,it20s,11,16,3,5.5,68.75,1,0,8,86,30.0,2.87,0,0,0
Mihusan Hamid,it20s,71,96,6,11.83,73.96,6,1,5,134,22.0,6.09,0,0,0
JNT Vare,"it20s,odis",171,185,14,15.55,92.43,16,2,0,0,0.0,0.0,0,0,0
M Shumba,"tests,odis",151,374,14,12.58,40.37,21,0,1,279,66.5,4.2,0,0,0
Shaheryar Butt,it20s,130,133,5,32.5,97.74,12,4,2,40,6.0,6.67,0,0,0
Najiha Alvi,odis,170,262,11,21.25,64.89,9,0,0,0,0.0,0.0,0,0,0
N Vare,odis,170,391,12,14.17,43.48,14,0,0,0,0.0,0.0,0,0,0
CM Gautam,ipl,169,149,13,16.9,113.42,17,6,0,0,0.0,0.0,0,0,0
Umar Siddiq,psl,169,150,7,24.14,112.67,13,8,0,0,0.0,0.0,0,0,0
Hunain Shah,psl,9,14,6,3.0,64.29,1,0,8,219,24.7,8.88,0,0,0
Ibrahim Hassan,it20s,69,70,8,13.8,98.57,5,3,5,194,26.8,7.23,0,0,0
Imran Anwar,it20s,69,54,5,13.8,127.78,3,6,5,114,19.0,6.0,0,0,0
TSS Mackintosh,odis,169,201,9,21.12,84.08,17,1,0,0,0.0,0.0,0,0,0
CE Coulter Reilly,odis,169,260,9,21.12,65.0,20,0,0,0,0.0,0.0,0,0,0
DH Yagnik,ipl,168,133,17,16.8,126.32,23,2,0,0,0.0,0.0,0,0,0
MJ Lamb,ntb,168,139,9,24.0,120.86,14,4,0,9,1.0,9.0,0,0,0
Farhan Ahmed,ntb,8,9,3,8.0,88.89,0,0,8,174,21.0,8.29,0,0,0
F Song,it20s,68,104,9,8.5,65.38,2,0,5,75,15.0,5.0,0,0,0
Manjural Islam,"tests,odis",8,31,7,2.0,25.81,0,0,8,357,94.2,3.79,0,0,0
TIF Triffitt,bbl,167,138,18,13.92,121.01,12,7,0,0,0.0,0.0,0,0,0
Sumaiya Siddiqi,"it20s,odis",27,28,3,13.5,96.43,5,0,7,186,51.0,3.65,0,0,0
AW Kay,it20s,27,32,3,9.0,84.38,3,0,7,133,21.0,6.33,0,0,0
KT Kasuza,tests,167,545,8,20.88,30.64,14,2,0,0,0.0,0.0,0,0,0
HR Shokeen,ipl,66,65,5,22.0,101.54,9,0,5,305,34.0,8.97,0,0,0
LA Doran,bbl,6,7,3,3.0,85.71,1,0,8,247,32.0,7.72,0,0,0
F Nsubuga,it20s,46,52,8,6.57,88.46,4,1,6,255,40.0,6.38,0,0,0
A Rangaswamy,it20s,26,17,2,26.0,152.94,2,1,7,51,19.0,2.68,0,0,0
L Mabhero,odis,6,26,6,2.0,23.08,1,0,8,322,75.0,4.29,0,0,0
MJ Hay,odis,166,159,5,41.5,104.4,11,8,0,0,0.0,0.0,0,0,0
S Vidyut,ipl,145,109,8,18.12,133.03,21,3,1,21,2.0,10.5,0,0,0
Muhammad Zafar Khan,it20s,145,116,4,48.33,125.0,17,5,1,4,1.0,4.0,0,0,0
J Neill,"tests,odis",145,242,4,36.25,59.92,24,2,1,181,36.0,5.03,0,0,0
G Hoey,"tests,odis",65,142,4,16.25,45.77,6,1,5,316,68.0,4.65,0,0,0
RA Young,tests,165,415,10,23.57,39.76,18,1,0,0,0.0,0.0,0,0,0
D Devnarain,odis,145,295,11,13.18,49.15,16,0,1,75,15.0,5.0,0,0,0
L Little,odis,25,37,6,5.0,67.57,3,0,7,287,51.2,5.61,0,0,0
PA Reddy,ipl,164,160,10,16.4,102.5,15,2,0,0,0.0,0.0,0,0,0
Shahzaib Hasan,"psl,odis",164,165,7,23.43,99.39,20,4,0,0,0.0,0.0,0,0,0
BT Slater,ntb,164,140,13,13.67,117.14,19,5,0,0,0.0,0.0,0,0,0
C Carmichael,"tests,odis",164,294,6,27.33,55.78,18,1,0,0,0.0,0.0,0,0,0
RB Patel,it20s,163,152,5,32.6,107.24,23,1,0,0,0.0,0.0,0,0,0
Sunzamul Islam,"tests,odis",43,80,2,21.5,53.75,4,0,6,230,70.0,3.29,0,0,0
SC Getkate,odis,23,23,2,23.0,100.0,2,1,7,144,32.0,4.5,0,0,0
NJ Browne,odis,143,191,6,28.6,74.87,16,1,1,189,29.3,6.44,0,0,0
N Jagadeesan,ipl,162,147,10,18.0,110.2,21,2,0,0,0.0,0.0,0,0,0
N Navaika,it20s,42,74,5,8.4,56.76,3,1,6,75,19.0,3.95,0,0,0
AM Bacher,odis,102,175,5,20.4,58.29,12,0,3,66,18.0,3.67,0,0,0
DJ Leech,ntb,1,3,2,1.0,33.33,0,0,8,131,18.2,7.21,0,0,0
EJB Miles,"it20s,odis",1,7,2,1.0,14.29,0,0,8,186,33.8,5.5,0,0,0
BG Illing,odis,1,7,2,1.0,14.29,0,0,8,230,50.0,4.6,0,0,0
S Sandeep Warrier,ipl,0,0,0,0.0,0.0,0,0,8,243,28.0,8.68,0,0,0
Anand Rajan,ipl,0,0,0,0.0,0.0,0,0,8,193,24.8,7.77,0,0,0
Imran Khan,psl,0,0,0,0.0,0.0,0,0,8,208,25.0,8.32,0,0,0
MHA Footitt,ntb,0,1,1,0.0,0.0,0,0,8,232,25.0,9.28,0,0,0
BJ Wright,ntb,160,138,16,12.31,115.94,14,5,0,0,0.0,0.0,0,0,0
HW Rambaldo,"it20s,odis",160,230,8,26.67,69.57,9,0,0,28,4.3,6.46,0,0,0
P Kerai,it20s,0,0,0,0.0,0.0,0,0,8,153,20.0,7.65,0,0,0
SM Benade,odis,100,125,4,33.33,80.0,12,0,3,32,16.7,1.92,0,0,0
SJ McGlashan,odis,160,229,10,17.78,69.87,19,3,0,0,0.0,0.0,0,0,0
TA Copeland,"bbl,tests",39,77,4,13.0,50.65,7,0,6,248,110.0,2.25,0,0,0
R de Swardt,tests,99,220,4,33.0,45.0,13,0,3,124,45.0,2.76,0,0,0
AJ Kenealy,odis,39,92,6,5.57,42.39,5,1,6,157,35.0,4.49,0,0,0
Akshay Homraj,odis,159,223,8,19.88,71.3,9,4,0,0,0.0,0.0,0,0,0
BA Parchment,"tests,odis",158,351,10,15.8,45.01,18,1,0,0,0.0,0.0,0,0,0
EV Jack,ntb,17,17,3,8.5,100.0,1,0,7,202,20.0,10.1,0,0,0
LHD Dilhara,"it20s,odis",57,65,5,11.4,87.69,4,3,5,103,25.0,4.12,0,0,0
KA Blackwell,"tests,odis",157,514,5,31.4,30.54,25,0,0,0,0.0,0.0,0,0,0
Mohammad Shahid,tests,57,80,6,11.4,71.25,10,1,5,280,105.0,2.67,0,0,0
TMM Newton,odis,37,77,6,6.17,48.05,2,0,6,232,56.0,4.14,0,0,0
CJO Smith,odis,157,238,9,17.44,65.97,23,0,0,0,0.0,0.0,0,0,0
RC Davies,ntb,156,112,17,10.4,139.29,13,7,0,0,0.0,0.0,0,0,0
SRH Curtis,odis,156,226,8,26.0,69.03,11,0,0,0,0.0,0.0,0,0,0
JL Hunter,odis,16,35,1,16.0,45.71,1,0,7,245,63.2,3.88,0,0,0
